Województwo,Miejscowość,Kod punktu pomiarowego,Nazwa punktu pomiarowego,Współrz. pp WGS84 (dł. geogr.),Współrz. pp WGS84 (szer. geogr.),Cel pomiaru,Data rozpoczęcia,Data zakończenia,Nazwa odcinka drogi,Czas odniesienia,Laeq po korekcie [dB]
kujawsko-pomorskie,,D_04_000255_003,"P42, Ruda 21A","18,686972","53,398111",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 12:00:00,2022-11-09 12:00:00,"A1, Węzeł Grudziądz - Węzeł Lisewo",Noc 8h,"55,1"
kujawsko-pomorskie,,D_04_000256_001,"P43, Szerokopas 8","18,728472","53,234361",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 16:00:00,2022-11-08 16:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Dzień 16h,"55,3"
kujawsko-pomorskie,,D_04_000256_001,"P43, Szerokopas 8","18,728472","53,234361",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 16:00:00,2022-11-08 16:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Noc 8h,52
kujawsko-pomorskie,,D_04_000256_002,"P44, Kamionki Małe 44","18,742111","53,13725",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 16:00:00,2022-11-08 16:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Dzień 16h,"51,4"
kujawsko-pomorskie,,D_04_000256_002,"P44, Kamionki Małe 44","18,742111","53,13725",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 16:00:00,2022-11-08 16:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Noc 8h,"49,8"
kujawsko-pomorskie,,D_04_000256_003,"P45, Turzno, ul. Toruńska 103","18,746806","53,100833",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 19:00:00,2022-11-08 19:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Dzień 16h,"53,9"
kujawsko-pomorskie,,D_04_000256_003,"P45, Turzno, ul. Toruńska 103","18,746806","53,100833",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-07 19:00:00,2022-11-08 19:00:00,"A1, Węzeł Lisewo - Węzeł Turzno",Noc 8h,"48,6"
kujawsko-pomorskie,,D_04_000258_001,"P47, Lubicz Dolny","18,731","53,028111",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-15 16:00:00,2022-11-16 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,"60,3"
kujawsko-pomorskie,,D_04_000258_001,"P47, Lubicz Dolny","18,731","53,028111",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-15 16:00:00,2022-11-16 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"55,1"
kujawsko-pomorskie,,D_04_000258_002,"P48, Lubicz Dolny","18,736722","53,020306",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-15 16:00:00,2022-11-16 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,49
kujawsko-pomorskie,,D_04_000258_002,"P48, Lubicz Dolny","18,736722","53,020306",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-15 16:00:00,2022-11-16 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"45,9"
kujawsko-pomorskie,,D_04_000258_003,"P49, Lubicz Dolny","18,734861","53,016694",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-10-11 16:00:00,2022-10-12 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,"57,1"
kujawsko-pomorskie,,D_04_000258_003,"P49, Lubicz Dolny","18,734861","53,016694",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-10-11 16:00:00,2022-10-12 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"55,7"
kujawsko-pomorskie,,D_04_000258_004,"P50, Lubicz Dolny, ul. Lampusz 2E","18,734111","53,015944",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-10-11 16:00:00,2022-10-12 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,"57,5"
kujawsko-pomorskie,,D_04_000258_004,"P50, Lubicz Dolny, ul. Lampusz 2E","18,734111","53,015944",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-10-11 16:00:00,2022-10-12 16:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"55,3"
kujawsko-pomorskie,,D_04_000258_005,"P51, Złotoria, ul. Lipowa 41","18,731","52,984",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 14:00:00,2022-11-09 14:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,"56,4"
kujawsko-pomorskie,,D_04_000258_005,"P51, Złotoria, ul. Lipowa 41","18,731","52,984",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 14:00:00,2022-11-09 14:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"53,4"
kujawsko-pomorskie,,D_04_000258_006,"P52, Kopanino, ul. Słonecznikowa 5","18,734806","52,982583",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 14:00:00,2022-11-09 14:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,"61,7"
kujawsko-pomorskie,,D_04_000258_006,"P52, Kopanino, ul. Słonecznikowa 5","18,734806","52,982583",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 14:00:00,2022-11-09 14:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"58,7"
kujawsko-pomorskie,,D_04_000258_007,"P53, Toruń, ul. Włocławska 325","18,684389","52,970806",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 13:00:00,2022-11-09 13:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Dzień 16h,61
kujawsko-pomorskie,,D_04_000258_007,"P53, Toruń, ul. Włocławska 325","18,684389","52,970806",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-08 13:00:00,2022-11-09 13:00:00,"A1, Węzeł Lubicz - Węzeł Nowa Wieś",Noc 8h,"57,4"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-01-01 00:00:00,2022-01-31 23:59:00,Plac Poznański,Dzień 12h,"63,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-01-01 00:00:00,2022-01-31 23:59:00,Plac Poznański,Dzień 16h,"63,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-01-01 00:00:00,2022-01-31 23:59:00,Plac Poznański,Noc 8h,"55,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-01-01 00:00:00,2022-01-31 23:59:00,Plac Poznański,Wieczór 4h,62
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-02-01 00:00:00,2022-02-28 23:59:00,Plac Poznański,Dzień 12h,"63,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-02-01 00:00:00,2022-02-28 23:59:00,Plac Poznański,Dzień 16h,"63,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-02-01 00:00:00,2022-02-28 23:59:00,Plac Poznański,Noc 8h,"55,6"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-02-01 00:00:00,2022-02-28 23:59:00,Plac Poznański,Wieczór 4h,"62,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-03-01 00:00:00,2022-03-31 23:59:00,Plac Poznański,Dzień 12h,63
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-03-01 00:00:00,2022-03-31 23:59:00,Plac Poznański,Dzień 16h,"62,6"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-03-01 00:00:00,2022-03-31 23:59:00,Plac Poznański,Noc 8h,"54,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-03-01 00:00:00,2022-03-31 23:59:00,Plac Poznański,Wieczór 4h,"61,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-04-01 00:00:00,2022-04-30 23:59:00,Plac Poznański,Dzień 12h,"63,4"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-04-01 00:00:00,2022-04-30 23:59:00,Plac Poznański,Dzień 16h,"63,1"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-04-01 00:00:00,2022-04-30 23:59:00,Plac Poznański,Noc 8h,"54,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-04-01 00:00:00,2022-04-30 23:59:00,Plac Poznański,Wieczór 4h,"61,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-05-01 00:00:00,2022-05-31 23:59:00,Plac Poznański,Dzień 12h,"62,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-05-01 00:00:00,2022-05-31 23:59:00,Plac Poznański,Dzień 16h,"62,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-05-01 00:00:00,2022-05-31 23:59:00,Plac Poznański,Noc 8h,"54,7"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-05-01 00:00:00,2022-05-31 23:59:00,Plac Poznański,Wieczór 4h,"61,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-06-01 00:00:00,2022-06-30 23:59:00,Plac Poznański,Dzień 12h,"62,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-06-01 00:00:00,2022-06-30 23:59:00,Plac Poznański,Dzień 16h,"62,6"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-06-01 00:00:00,2022-06-30 23:59:00,Plac Poznański,Noc 8h,"56,7"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-06-01 00:00:00,2022-06-30 23:59:00,Plac Poznański,Wieczór 4h,"61,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-07-01 00:00:00,2022-07-31 23:59:00,Plac Poznański,Dzień 12h,63
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-07-01 00:00:00,2022-07-31 23:59:00,Plac Poznański,Dzień 16h,"62,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-07-01 00:00:00,2022-07-31 23:59:00,Plac Poznański,Noc 8h,"57,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-07-01 00:00:00,2022-07-31 23:59:00,Plac Poznański,Wieczór 4h,"62,2"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-08-01 00:00:00,2022-08-31 23:59:00,Plac Poznański,Dzień 12h,"62,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-08-01 00:00:00,2022-08-31 23:59:00,Plac Poznański,Dzień 16h,"62,6"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-08-01 00:00:00,2022-08-31 23:59:00,Plac Poznański,Noc 8h,"57,7"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-08-01 00:00:00,2022-08-31 23:59:00,Plac Poznański,Wieczór 4h,62
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-09-01 00:00:00,2022-09-30 23:59:00,Plac Poznański,Dzień 12h,"63,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-09-01 00:00:00,2022-09-30 23:59:00,Plac Poznański,Dzień 16h,"63,6"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-09-01 00:00:00,2022-09-30 23:59:00,Plac Poznański,Noc 8h,58
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-09-01 00:00:00,2022-09-30 23:59:00,Plac Poznański,Wieczór 4h,"62,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-10-01 00:00:00,2022-10-31 23:59:00,Plac Poznański,Dzień 12h,"63,7"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-10-01 00:00:00,2022-10-31 23:59:00,Plac Poznański,Dzień 16h,"63,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-10-01 00:00:00,2022-10-31 23:59:00,Plac Poznański,Noc 8h,"58,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-10-01 00:00:00,2022-10-31 23:59:00,Plac Poznański,Wieczór 4h,"62,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-11-01 00:00:00,2022-11-30 23:59:00,Plac Poznański,Dzień 12h,"63,2"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-11-01 00:00:00,2022-11-30 23:59:00,Plac Poznański,Dzień 16h,"62,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-11-01 00:00:00,2022-11-30 23:59:00,Plac Poznański,Noc 8h,"56,5"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-11-01 00:00:00,2022-11-30 23:59:00,Plac Poznański,Wieczór 4h,"61,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-12-01 00:00:00,2022-12-31 23:59:00,Plac Poznański,Dzień 12h,"63,2"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-12-01 00:00:00,2022-12-31 23:59:00,Plac Poznański,Dzień 16h,"62,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-12-01 00:00:00,2022-12-31 23:59:00,Plac Poznański,Noc 8h,"54,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000005_001,"Plac Poznański , Bydgoszcz, ciągły roczny","17,987975","53,12175","Państwowy monitoring środowiska, art. 26 Poś",2022-12-01 00:00:00,2022-12-31 23:59:00,Plac Poznański,Wieczór 4h,62
kujawsko-pomorskie,Bydgoszcz,D_04_000261_001,"D1, ul. Kamienna 46, Bydgoszcz","18,051489","53,131789",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 18:58:00,2022-06-15 18:58:00,Droga wzdłuż ul. Kamiennej,Dzień 16h,"64,9"
kujawsko-pomorskie,Bydgoszcz,D_04_000261_001,"D1, ul. Kamienna 46, Bydgoszcz","18,051489","53,131789",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 18:58:00,2022-06-15 18:58:00,Droga wzdłuż ul. Kamiennej,Noc 8h,"59,7"
kujawsko-pomorskie,Bydgoszcz,D_04_000262_001,"D2, ul. Nakielska 92, Bydgoszcz","17,942889","53,132019",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 17:59:00,2022-06-15 17:59:00,Droga wzdłuż ul. Nakielskiej,Dzień 16h,68
kujawsko-pomorskie,Bydgoszcz,D_04_000262_001,"D2, ul. Nakielska 92, Bydgoszcz","17,942889","53,132019",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 17:59:00,2022-06-15 17:59:00,Droga wzdłuż ul. Nakielskiej,Noc 8h,"64,3"
kujawsko-pomorskie,Bydgoszcz,D_04_000263_001,"D3, ul. Jana Pawła II 149, Bydgoszcz","18,009211","53,096781",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 17:16:00,2022-06-15 17:16:00,Droga wzdłuż ulicy Jana Pawła II,Dzień 16h,"68,8"
kujawsko-pomorskie,Bydgoszcz,D_04_000263_001,"D3, ul. Jana Pawła II 149, Bydgoszcz","18,009211","53,096781",Pomiar wykonany w ramach mapy akustycznej,2022-06-14 17:16:00,2022-06-15 17:16:00,Droga wzdłuż ulicy Jana Pawła II,Noc 8h,"64,6"
kujawsko-pomorskie,Bąkowo,D_04_000254_001,"P38, Bąkowo 53","18,605306","53,579944",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-09 12:00:00,2022-11-10 12:00:00,"A1, Węzeł Warlubie - Węzeł Nowe Marzy",Dzień 16h,"52,6"
kujawsko-pomorskie,Bąkowo,D_04_000254_001,"P38, Bąkowo 53","18,605306","53,579944",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-09 12:00:00,2022-11-10 12:00:00,"A1, Węzeł Warlubie - Węzeł Nowe Marzy",Noc 8h,"50,2"
kujawsko-pomorskie,Bąkowo,D_04_000254_002,"P39, Bąkowo 52","18,607333","53,578194",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-09 17:00:00,2022-11-10 17:00:00,"A1, Węzeł Warlubie - Węzeł Nowe Marzy",Dzień 16h,"60,1"
kujawsko-pomorskie,Bąkowo,D_04_000254_002,"P39, Bąkowo 52","18,607333","53,578194",Pomiar w trybie art.175 ust.1 Poś (pomiary okresowe),2022-11-09 17:00:00,2022-11-10 17:00:00,"A1, Węzeł Warlubie - Węzeł Nowe Marzy",Noc 8h,"54,3"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-14 22:00:00,2022-06-15 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 12h,"61,4"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-14 22:00:00,2022-06-15 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 16h,"61,2"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-14 22:00:00,2022-06-15 22:00:00,ul. Kardynała S. Wyszyńskiego,Noc 8h,"53,4"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-14 22:00:00,2022-06-15 22:00:00,ul. Kardynała S. Wyszyńskiego,Wieczór 4h,"60,4"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-18 06:00:00,2022-06-19 06:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 12h,60
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-18 06:00:00,2022-06-19 06:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 16h,"59,6"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-18 06:00:00,2022-06-19 06:00:00,ul. Kardynała S. Wyszyńskiego,Noc 8h,"51,9"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-18 06:00:00,2022-06-19 06:00:00,ul. Kardynała S. Wyszyńskiego,Wieczór 4h,"58,2"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-20 22:00:00,2022-06-21 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 12h,"61,9"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-20 22:00:00,2022-06-21 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 16h,"61,3"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-20 22:00:00,2022-06-21 22:00:00,ul. Kardynała S. Wyszyńskiego,Noc 8h,"54,9"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-06-20 22:00:00,2022-06-21 22:00:00,ul. Kardynała S. Wyszyńskiego,Wieczór 4h,"59,1"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-07-23 22:00:00,2022-07-24 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 12h,"58,1"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-07-23 22:00:00,2022-07-24 22:00:00,ul. Kardynała S. Wyszyńskiego,Dzień 16h,58
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-07-23 22:00:00,2022-07-24 22:00:00,ul. Kardynała S. Wyszyńskiego,Noc 8h,"51,2"
kujawsko-pomorskie,Chełmża,D_04_000200_001,"Chełmża, ul. Kardynała S. Wyszyńskiego 5","18,593444","53,179444","Państwowy monitoring środowiska, art. 26 Poś",2022-07-23 22:00:00,2022-07-24 22:00:00,ul. Kardynała S. Wyszyńskiego,Wieczór 4h,"57,9"
