Województwo ,Kod punktu pomiarowego ,Nazwa punktu pomiarowego ,Miejscowość ,Współrz. pp WGS84 (dł. geogr.) ,Współrz. pp WGS84 (szer. geogr.) ,Cel pomiaru ,Data rozpoczęcia ,Data zakończenia ,Nazwa odcinka drogi ,Czas odniesienia ,Laeq po korekcie [dB] ,
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,1",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"68,1",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"67,3",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,4",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,69,
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,4",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,1",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,69,
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"68,8",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,6",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,69,
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"69,3",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"68,7",
małopolskie,D_12_000303_001,P1,Zelczyna,"19,740667","49,958722","Państwowy monitoring środowiska, art. 26 Poś",15.03.2021,6.10.2021,Droga krajowa nr 44 Skawina - Zator,Wieczór 4h,"68,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"66,4",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,66,
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"64,9",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,65,
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"67,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"67,7",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"66,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 12h,"65,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"66,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,66,
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"64,9",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"65,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"66,7",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"66,7",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"67,6",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"66,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Dzień 16h,"65,2",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"60,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"62,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"60,7",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"59,5",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"57,7",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"61,3",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"61,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"61,6",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"61,2",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"59,6",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Noc 8h,"60,8",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"64,9",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"66,8",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,66,
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"64,8",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"65,3",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"65,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"65,8",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"65,2",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"67,1",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"66,4",
małopolskie,D_12_000304_001,P2,Rudnik,"19,865083","49,852528","Państwowy monitoring środowiska, art. 26 Poś",28.04.2021,10.05.2021,Droga wojewódzka nr 955 Sułkowice - Jawornik,Wieczór 4h,"65,3",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 12h,"58,2",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 12h,"58,1",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 12h,59,
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 12h,"58,7",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 16h,"58,2",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 16h,"58,1",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 16h,"58,9",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Dzień 16h,"58,3",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,"52,9",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,"52,2",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,"51,4",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,52,
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,"52,7",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,52,
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Noc 8h,"52,2",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,58,
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,"58,1",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,"58,3",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,"57,9",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,"58,7",
małopolskie,D_12_000305_001,P3,Zawoja,"19,556028","49,659139","Państwowy monitoring środowiska, art. 26 Poś",29.06.2021,6.07.2021,Droga wojewódzka nr 957 Białka - Zawoja,Wieczór 4h,"57,3",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"67,3",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,2",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,65,
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,9",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,7",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,8",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,9",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"65,8",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"65,1",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 12h,"66,5",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,9",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,66,
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"65,2",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,6",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,3",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,4",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,5",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,7",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"65,5",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"65,3",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Dzień 16h,"66,2",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Noc 8h,"61,4",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Noc 8h,61,
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Noc 8h,"60,3",
małopolskie,D_12_000306_001,P4,Pawlikowice,"20,054222","49,959889","Państwowy monitoring środowiska, art. 26 Poś",3.08.2021,17.08.2021,Droga wojewódzka nr 964 Wieliczka - Dziekanowice,Noc 8h,"61,4",
